home_team,away_team,home_goals,away_goals,date,attendance,venue,referee,result,home_form_goals_scored,home_form_goals_conceded,home_form_wins,home_form_draws,home_form_losses,home_form_matches,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_wins,away_form_draws,away_form_losses,away_form_matches,away_form_win_rate,season
Augsburg,Hertha BSC,0,0,2016-11-19,27007.0,WWK Arena,Bastian Dankert,draw,1.4,1.6,85,64,109,258,0.32945736434108525,1.6,0.6,258,171,271,700,0.36857142857142855,
Mainz 05,Freiburg,4,2,2016-11-19,26573.0,Opel Arena,Patrick Ittrich,win,2.0,1.6,149,118,162,429,0.3473193473193473,1.6,2.4,183,150,266,599,0.3055091819699499,
Wolfsburg,Schalke 04,0,1,2016-11-19,30000.0,Volkswagen Arena,Felix Zwayer,loss,1.8,1.4,287,186,261,734,0.391008174386921,1.8,0.4,395,254,293,942,0.41932059447983017,
Augsburg,Hertha BSC,0,0,2016-11-19,27007.0,WWK Arena,Bastian Dankert,draw,1.2,1.2,85,65,109,259,0.3281853281853282,1.2,0.4,258,172,271,701,0.3680456490727532,
Gladbach,Köln,1,2,2016-11-19,53757.0,Stadion im Borussia-Park,Manuel Gräfe,loss,0.2,1.6,331,256,356,943,0.35100742311770944,1.6,0.6,252,209,312,773,0.3260025873221216,
Darmstadt 98,Ingolstadt 04,0,1,2016-11-19,15000.0,Jonathan-Heimes-Stadion am Böllenfalltor,Christian Dingert,loss,0.8,2.2,22,26,41,89,0.24719101123595505,0.2,1.6,21,24,44,89,0.23595505617977527,
Wolfsburg,Schalke 04,0,1,2016-11-19,30000.0,Volkswagen Arena,Felix Zwayer,loss,1.6,1.0,287,186,262,735,0.3904761904761905,1.4,0.4,396,254,293,943,0.41993637327677624,
Hoffenheim,Hamburger SV,2,2,2016-11-20,29512.0,Wirsol Rhein-Neckar-Arena,Robert Hartmann,draw,1.4,0.4,118,104,138,360,0.3277777777777778,0.8,3.8,373,290,385,1048,0.35591603053435117,
Hoffenheim,Hamburger SV,2,2,2016-11-20,29512.0,Wirsol Rhein-Neckar-Arena,Robert Hartmann,draw,1.2,0.8,118,105,138,361,0.3268698060941828,1.2,3.6,373,291,385,1049,0.3555767397521449,
Werder Bremen,Eint Frankfurt,1,2,2016-11-20,39261.0,Weserstadion,Robert Kampka,loss,1.0,3.0,429,269,346,1044,0.4109195402298851,1.0,0.0,279,232,333,844,0.3305687203791469,
Werder Bremen,Eint Frankfurt,1,2,2016-11-20,39261.0,Weserstadion,Robert Kampka,loss,1.0,2.8,429,269,347,1045,0.4105263157894737,0.8,0.2,280,232,333,845,0.33136094674556216,
Freiburg,RB Leipzig,1,4,2016-11-25,24000.0,Schwarzwald-Stadion,Benjamin Brand,loss,1.4,3.0,183,150,267,600,0.305,2.8,1.2,16,6,0,22,0.7272727272727273,
Freiburg,RB Leipzig,1,4,2016-11-25,24000.0,Schwarzwald-Stadion,Benjamin Brand,loss,1.0,3.6,183,150,268,601,0.30449251247920134,3.2,1.4,17,6,0,23,0.7391304347826086,
Köln,Augsburg,0,0,2016-11-26,50000.0,RheinEnergieSTADION,Markus Schmidt,draw,1.4,0.8,253,209,312,774,0.3268733850129199,1.0,0.6,85,66,109,260,0.3269230769230769,
Gladbach,Hoffenheim,1,1,2016-11-26,51086.0,Stadion im Borussia-Park,Deniz Aytekin,draw,0.4,2.0,331,256,357,944,0.350635593220339,1.4,1.2,118,106,138,362,0.3259668508287293,
Ingolstadt 04,Wolfsburg,1,1,2016-11-26,13521.0,Audi-Sportpark,Daniel Siebert,draw,0.4,1.2,22,24,44,90,0.24444444444444444,1.4,0.8,287,186,263,736,0.389945652173913,
Bayern Munich,Leverkusen,2,1,2016-11-26,75000.0,Allianz Arena,Marco Fritz,win,1.0,1.0,651,230,165,1046,0.6223709369024857,2.4,2.2,480,285,281,1046,0.4588910133843212,
Hamburger SV,Werder Bremen,2,2,2016-11-26,55237.0,Volksparkstadion,Felix Brych,draw,1.6,3.4,373,292,385,1050,0.35523809523809524,1.0,2.6,429,269,348,1046,0.4101338432122371,
Bayern Munich,Leverkusen,2,1,2016-11-26,75000.0,Allianz Arena,Marco Fritz,win,0.8,1.0,652,230,165,1047,0.6227316141356256,2.2,2.4,480,285,282,1047,0.4584527220630373,
Eint Frankfurt,Dortmund,2,1,2016-11-26,51500.0,Commerzbank-Arena,Wolfgang Stark,win,1.2,0.4,281,232,333,846,0.3321513002364066,2.4,0.8,506,281,259,1046,0.4837476099426386,
Köln,Augsburg,0,0,2016-11-26,50000.0,RheinEnergieSTADION,Markus Schmidt,draw,0.8,0.8,253,210,312,775,0.32645161290322583,0.8,0.0,85,67,109,261,0.32567049808429116,
Gladbach,Hoffenheim,1,1,2016-11-26,51086.0,Stadion im Borussia-Park,Deniz Aytekin,draw,0.6,2.2,331,257,357,945,0.3502645502645503,1.4,1.4,118,107,138,363,0.325068870523416,
Eint Frankfurt,Dortmund,2,1,2016-11-26,51500.0,Commerzbank-Arena,Wolfgang Stark,win,1.6,0.6,282,232,333,847,0.33293978748524206,2.6,1.2,506,281,260,1047,0.48328557784145176,
Ingolstadt 04,Wolfsburg,1,1,2016-11-26,13521.0,Audi-Sportpark,Daniel Siebert,draw,0.6,1.0,22,25,44,91,0.24175824175824176,1.4,0.6,287,187,263,737,0.3894165535956581,
Hamburger SV,Werder Bremen,2,2,2016-11-26,55237.0,Volksparkstadion,Felix Brych,draw,2.0,3.2,373,293,385,1051,0.3549000951474786,1.2,2.4,429,270,348,1047,0.40974212034383956,
Schalke 04,Darmstadt 98,3,1,2016-11-27,58703.0,Veltins-Arena,Frank Willenborg,win,1.6,0.4,397,254,293,944,0.4205508474576271,0.8,2.0,22,26,42,90,0.24444444444444444,
Hertha BSC,Mainz 05,2,1,2016-11-27,37852.0,Olympiastadion Berlin,Guido Winkmann,win,1.2,0.2,258,173,271,702,0.36752136752136755,2.4,2.0,150,118,162,430,0.3488372093023256,
Schalke 04,Darmstadt 98,3,1,2016-11-27,58703.0,Veltins-Arena,Frank Willenborg,win,2.2,0.6,398,254,293,945,0.4211640211640212,1.0,2.2,22,26,43,91,0.24175824175824176,
Hertha BSC,Mainz 05,2,1,2016-11-27,37852.0,Olympiastadion Berlin,Guido Winkmann,win,1.6,0.2,259,173,271,703,0.3684210526315789,2.2,2.4,150,118,163,431,0.3480278422273782,
Mainz 05,Bayern Munich,1,3,2016-12-02,34000.0,Opel Arena,Daniel Siebert,loss,2.2,2.2,150,118,164,432,0.3472222222222222,1.0,1.0,653,230,165,1048,0.6230916030534351,
Mainz 05,Bayern Munich,1,3,2016-12-02,34000.0,Opel Arena,Daniel Siebert,loss,2.2,2.2,150,118,165,433,0.3464203233256351,1.4,1.0,654,230,165,1049,0.6234509056244042,
Hoffenheim,Köln,4,0,2016-12-03,29740.0,Wirsol Rhein-Neckar-Arena,Günter Perl,win,1.4,1.4,118,108,138,364,0.3241758241758242,0.8,0.6,253,211,312,776,0.32603092783505155,
Dortmund,Gladbach,4,1,2016-12-03,81360.0,Signal Iduna Park,Marco Fritz,win,1.8,1.2,506,281,261,1048,0.48282442748091603,0.8,1.8,331,258,357,946,0.3498942917547569,
Leverkusen,Freiburg,1,1,2016-12-03,27111.0,BayArena,Benjamin Cortus,draw,1.8,2.4,480,285,283,1048,0.4580152671755725,1.2,3.8,183,150,269,602,0.30398671096345514,
Werder Bremen,Ingolstadt 04,2,1,2016-12-03,38438.0,Weserstadion,Tobias Stieler,win,1.4,2.2,429,271,348,1048,0.40935114503816794,0.8,0.8,22,26,44,92,0.2391304347826087,
RB Leipzig,Schalke 04,2,1,2016-12-03,42558.0,Red Bull Arena,Bastian Dankert,win,3.4,1.4,18,6,0,24,0.75,2.2,0.6,399,254,293,946,0.42177589852008457,
Wolfsburg,Hertha BSC,2,3,2016-12-03,25317.0,Volkswagen Arena,Jochen Drees,loss,1.0,0.8,287,188,263,738,0.3888888888888889,1.4,0.4,260,173,271,704,0.3693181818181818,
Werder Bremen,Ingolstadt 04,2,1,2016-12-03,38438.0,Weserstadion,Tobias Stieler,win,1.6,1.8,430,271,348,1049,0.4099142040038132,1.0,0.8,22,26,45,93,0.23655913978494625,
RB Leipzig,Schalke 04,2,1,2016-12-03,42558.0,Red Bull Arena,Bastian Dankert,win,3.2,1.4,19,6,0,25,0.76,1.8,0.8,399,254,294,947,0.42133051742344246,
Hoffenheim,Köln,4,0,2016-12-03,29740.0,Wirsol Rhein-Neckar-Arena,Günter Perl,win,2.0,1.2,119,108,138,365,0.32602739726027397,0.8,1.2,253,211,313,777,0.3256113256113256,
Leverkusen,Freiburg,1,1,2016-12-03,27111.0,BayArena,Benjamin Cortus,draw,1.4,2.2,480,286,283,1049,0.45757864632983797,1.4,3.4,183,151,269,603,0.3034825870646766,
Wolfsburg,Hertha BSC,2,3,2016-12-03,25317.0,Volkswagen Arena,Jochen Drees,loss,0.8,1.4,287,188,264,739,0.38836265223274696,1.4,0.8,261,173,271,705,0.3702127659574468,
Dortmund,Gladbach,4,1,2016-12-03,81360.0,Signal Iduna Park,Marco Fritz,win,1.6,1.0,507,281,261,1049,0.4833174451858913,1.0,2.0,331,258,358,947,0.3495248152059134,
Augsburg,Eint Frankfurt,1,1,2016-12-04,26549.0,WWK Arena,Sascha Stegemann,draw,0.4,0.0,85,68,109,262,0.3244274809160305,1.8,0.8,283,232,333,848,0.33372641509433965,
Darmstadt 98,Hamburger SV,0,2,2016-12-04,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Guido Winkmann,loss,0.8,2.2,22,26,44,92,0.2391304347826087,2.0,2.6,373,294,385,1052,0.35456273764258556,
Darmstadt 98,Hamburger SV,0,2,2016-12-04,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Guido Winkmann,loss,0.4,2.0,22,26,45,93,0.23655913978494625,2.0,1.6,374,294,385,1053,0.35517568850902187,
Augsburg,Eint Frankfurt,1,1,2016-12-04,26549.0,WWK Arena,Sascha Stegemann,draw,0.2,0.2,85,69,109,263,0.3231939163498099,1.8,1.0,283,233,333,849,0.3333333333333333,
Eint Frankfurt,Hoffenheim,0,0,2016-12-09,47000.0,Commerzbank-Arena,Christian Dingert,draw,1.6,1.0,283,234,333,850,0.33294117647058824,2.4,0.8,120,108,138,366,0.32786885245901637,
Eint Frankfurt,Hoffenheim,0,0,2016-12-09,47000.0,Commerzbank-Arena,Christian Dingert,draw,1.2,0.8,283,235,333,851,0.3325499412455934,2.0,0.4,120,109,138,367,0.32697547683923706,
Hertha BSC,Werder Bremen,0,1,2016-12-10,51337.0,Olympiastadion Berlin,Harm Osmers,loss,2.0,1.2,262,173,271,706,0.37110481586402266,1.8,1.6,431,271,348,1050,0.4104761904761905,
Bayern Munich,Wolfsburg,5,0,2016-12-10,75000.0,Allianz Arena,Sascha Stegemann,win,2.0,1.0,655,230,165,1050,0.6238095238095238,1.2,1.8,287,188,265,740,0.3878378378378378,
Ingolstadt 04,RB Leipzig,1,0,2016-12-10,15200.0,Audi-Sportpark,Markus Schmidt,win,1.0,1.2,22,26,46,94,0.23404255319148937,3.0,1.2,20,6,0,26,0.7692307692307693,
Köln,Dortmund,1,1,2016-12-10,50000.0,RheinEnergieSTADION,Felix Zwayer,draw,0.4,1.8,253,211,314,778,0.32519280205655526,2.2,1.2,508,281,261,1050,0.4838095238095238,
Hamburger SV,Augsburg,1,0,2016-12-10,45793.0,Volksparkstadion,Daniel Siebert,win,2.0,1.2,375,294,385,1054,0.3557874762808349,0.4,0.4,85,70,109,264,0.32196969696969696,
Ingolstadt 04,RB Leipzig,1,0,2016-12-10,15200.0,Audi-Sportpark,Markus Schmidt,win,1.0,1.2,23,26,46,95,0.24210526315789474,2.4,1.0,20,6,1,27,0.7407407407407407,
Freiburg,Darmstadt 98,1,0,2016-12-10,24000.0,Schwarzwald-Stadion,Wolfgang Stark,win,1.2,2.8,183,152,269,604,0.3029801324503311,0.4,2.2,22,26,46,94,0.23404255319148937,
Köln,Dortmund,1,1,2016-12-10,50000.0,RheinEnergieSTADION,Felix Zwayer,draw,0.2,1.8,253,212,314,779,0.3247753530166881,2.2,1.4,508,282,261,1051,0.483349191246432,
Hertha BSC,Werder Bremen,0,1,2016-12-10,51337.0,Olympiastadion Berlin,Harm Osmers,loss,2.0,1.4,262,173,272,707,0.37057991513437055,1.8,1.2,432,271,348,1051,0.4110371075166508,
Freiburg,Darmstadt 98,1,0,2016-12-10,24000.0,Schwarzwald-Stadion,Wolfgang Stark,win,1.0,2.0,184,152,269,605,0.30413223140495865,0.4,2.2,22,26,47,95,0.23157894736842105,
Hamburger SV,Augsburg,1,0,2016-12-10,45793.0,Volksparkstadion,Daniel Siebert,win,1.8,0.8,376,294,385,1055,0.35639810426540286,0.4,0.6,85,70,110,265,0.32075471698113206,
Bayern Munich,Wolfsburg,5,0,2016-12-10,75000.0,Allianz Arena,Sascha Stegemann,win,3.0,0.8,656,230,165,1051,0.6241674595623216,1.2,2.6,287,188,266,741,0.3873144399460189,
Schalke 04,Leverkusen,0,1,2016-12-11,60821.0,Veltins-Arena,Deniz Aytekin,loss,1.8,1.2,399,254,295,948,0.4208860759493671,1.2,1.8,480,287,283,1050,0.45714285714285713,
Gladbach,Mainz 05,1,0,2016-12-11,48037.0,Stadion im Borussia-Park,Robert Hartmann,win,1.0,2.4,331,258,359,948,0.3491561181434599,1.6,2.4,150,118,166,434,0.3456221198156682,
Schalke 04,Leverkusen,0,1,2016-12-11,60821.0,Veltins-Arena,Deniz Aytekin,loss,1.6,1.4,399,254,296,949,0.4204425711275026,1.0,1.2,481,287,283,1051,0.4576593720266413,
Gladbach,Mainz 05,1,0,2016-12-11,48037.0,Stadion im Borussia-Park,Robert Hartmann,win,1.0,2.0,332,258,359,949,0.3498419388830348,0.8,2.2,150,118,167,435,0.3448275862068966,
Hoffenheim,Dortmund,2,2,2016-12-16,30150.0,Wirsol Rhein-Neckar-Arena,Benjamin Brand,draw,1.8,0.2,120,110,138,368,0.32608695652173914,2.2,1.2,508,283,261,1052,0.4828897338403042,
Hoffenheim,Dortmund,2,2,2016-12-16,30150.0,Wirsol Rhein-Neckar-Arena,Benjamin Brand,draw,2.0,0.4,120,111,138,369,0.3252032520325203,2.4,1.2,508,284,261,1053,0.48243114909781576,
Augsburg,Gladbach,1,0,2016-12-17,28653.0,WWK Arena,Tobias Stieler,win,0.4,0.8,85,70,111,266,0.31954887218045114,1.0,1.8,333,258,359,950,0.3505263157894737,
RB Leipzig,Hertha BSC,2,0,2016-12-17,42558.0,Red Bull Arena,Marco Fritz,win,1.6,1.0,20,6,2,28,0.7142857142857143,1.6,1.4,262,173,273,708,0.3700564971751412,
Schalke 04,Freiburg,1,1,2016-12-17,60445.0,Veltins-Arena,Manuel Gräfe,draw,1.0,1.4,399,254,297,950,0.42,1.0,1.2,185,152,269,606,0.30528052805280526,
Mainz 05,Hamburger SV,3,1,2016-12-17,30179.0,Opel Arena,Deniz Aytekin,win,0.6,2.0,150,118,168,436,0.3440366972477064,1.6,0.4,377,294,385,1056,0.35700757575757575,
Werder Bremen,Köln,1,1,2016-12-17,42100.0,Weserstadion,Wolfgang Stark,draw,1.6,0.8,433,271,348,1052,0.41159695817490494,0.4,2.0,253,213,314,780,0.3243589743589744,
Wolfsburg,Eint Frankfurt,1,0,2016-12-17,26967.0,Volkswagen Arena,Felix Brych,win,1.0,3.4,287,188,267,742,0.3867924528301887,0.8,0.6,283,236,333,852,0.33215962441314556,
Augsburg,Gladbach,1,0,2016-12-17,28653.0,WWK Arena,Tobias Stieler,win,0.6,0.8,86,70,111,267,0.32209737827715357,0.8,1.8,333,258,360,951,0.3501577287066246,
RB Leipzig,Hertha BSC,2,0,2016-12-17,42558.0,Red Bull Arena,Marco Fritz,win,1.2,0.8,21,6,2,29,0.7241379310344828,1.2,1.6,262,173,274,709,0.3695345557122708,
Mainz 05,Hamburger SV,3,1,2016-12-17,30179.0,Opel Arena,Deniz Aytekin,win,1.0,1.8,151,118,168,437,0.34553775743707094,1.4,0.6,377,294,386,1057,0.3566698202459792,
Wolfsburg,Eint Frankfurt,1,0,2016-12-17,26967.0,Volkswagen Arena,Felix Brych,win,1.0,3.2,288,188,267,743,0.3876177658142665,0.4,0.6,283,236,334,853,0.33177022274325907,
Werder Bremen,Köln,1,1,2016-12-17,42100.0,Weserstadion,Wolfgang Stark,draw,1.4,0.6,433,272,348,1053,0.41120607787274455,0.6,2.2,253,214,314,781,0.323943661971831,
Schalke 04,Freiburg,1,1,2016-12-17,60445.0,Veltins-Arena,Manuel Gräfe,draw,0.6,1.4,399,255,297,951,0.4195583596214511,1.0,0.6,185,153,269,607,0.30477759472817134,
Darmstadt 98,Bayern Munich,0,1,2016-12-18,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Bastian Dankert,loss,0.2,1.8,22,26,48,96,0.22916666666666666,3.6,0.6,657,230,165,1052,0.6245247148288974,
Leverkusen,Ingolstadt 04,1,2,2016-12-18,25075.0,BayArena,Frank Willenborg,loss,1.0,0.8,482,287,283,1052,0.45817490494296575,1.0,1.0,24,26,46,96,0.25,
Darmstadt 98,Bayern Munich,0,1,2016-12-18,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Bastian Dankert,loss,0.0,1.4,22,26,49,97,0.2268041237113402,3.4,0.4,658,230,165,1053,0.6248812915479582,
Leverkusen,Ingolstadt 04,1,2,2016-12-18,25075.0,BayArena,Frank Willenborg,loss,1.0,0.8,482,287,284,1053,0.4577397910731244,1.2,1.0,25,26,46,97,0.25773195876288657,
Hamburger SV,Schalke 04,2,1,2016-12-20,49789.0,Volksparkstadion,Jochen Drees,win,1.2,1.2,377,294,387,1058,0.3563327032136106,0.6,1.2,399,256,297,952,0.41911764705882354,
Gladbach,Wolfsburg,1,2,2016-12-20,47067.0,Stadion im Borussia-Park,Robert Kampka,loss,0.6,1.2,333,258,361,952,0.34978991596638653,0.8,2.6,289,188,267,744,0.38844086021505375,
Dortmund,Augsburg,1,1,2016-12-20,81360.0,Signal Iduna Park,Guido Winkmann,draw,2.0,1.4,508,285,261,1054,0.4819734345351044,0.6,0.6,87,70,111,268,0.3246268656716418,
Gladbach,Wolfsburg,1,2,2016-12-20,47067.0,Stadion im Borussia-Park,Robert Kampka,loss,0.6,0.8,333,258,362,953,0.34942287513116477,0.8,2.2,290,188,267,745,0.38926174496644295,
Hamburger SV,Schalke 04,2,1,2016-12-20,49789.0,Volksparkstadion,Jochen Drees,win,1.2,1.4,378,294,387,1059,0.35694050991501414,0.6,1.2,399,256,298,953,0.41867785939139557,
Eint Frankfurt,Mainz 05,3,0,2016-12-20,48500.0,Commerzbank-Arena,Günter Perl,win,0.2,0.6,283,236,335,854,0.33138173302107726,1.4,1.4,152,118,168,438,0.3470319634703196,
Dortmund,Augsburg,1,1,2016-12-20,81360.0,Signal Iduna Park,Guido Winkmann,draw,1.4,1.4,508,286,261,1055,0.4815165876777251,0.6,0.6,87,71,111,269,0.32342007434944237,
Eint Frankfurt,Mainz 05,3,0,2016-12-20,48500.0,Commerzbank-Arena,Günter Perl,win,0.6,0.4,284,236,335,855,0.3321637426900585,1.2,1.4,152,118,169,439,0.3462414578587699,
Hertha BSC,Darmstadt 98,2,0,2016-12-21,31912.0,Olympiastadion Berlin,Robert Hartmann,win,0.6,1.6,262,173,275,710,0.36901408450704226,0.0,1.2,22,26,50,98,0.22448979591836735,
Hoffenheim,Werder Bremen,1,1,2016-12-21,29076.0,Wirsol Rhein-Neckar-Arena,Benjamin Cortus,draw,1.6,0.8,120,112,138,370,0.32432432432432434,1.2,0.6,433,273,348,1054,0.4108159392789374,
Köln,Leverkusen,1,1,2016-12-21,50000.0,RheinEnergieSTADION,Manuel Gräfe,draw,0.8,1.6,253,215,314,782,0.3235294117647059,1.0,1.0,482,287,285,1054,0.4573055028462998,
Köln,Leverkusen,1,1,2016-12-21,50000.0,RheinEnergieSTADION,Manuel Gräfe,draw,1.0,1.0,253,216,314,783,0.3231162196679438,1.0,1.0,482,288,285,1055,0.45687203791469194,
Hertha BSC,Darmstadt 98,2,0,2016-12-21,31912.0,Olympiastadion Berlin,Robert Hartmann,win,0.4,1.2,263,173,275,711,0.369901547116737,0.0,1.2,22,26,51,99,0.2222222222222222,
Ingolstadt 04,Freiburg,1,2,2016-12-21,13904.0,Audi-Sportpark,Sascha Stegemann,loss,1.4,0.8,26,26,46,98,0.2653061224489796,1.0,0.6,185,154,269,608,0.3042763157894737,
Hoffenheim,Werder Bremen,1,1,2016-12-21,29076.0,Wirsol Rhein-Neckar-Arena,Benjamin Cortus,draw,1.0,1.0,120,113,138,371,0.32345013477088946,1.0,0.6,433,274,348,1055,0.4104265402843602,
Bayern Munich,RB Leipzig,3,0,2016-12-21,75000.0,Allianz Arena,Felix Zwayer,win,3.0,0.2,659,230,165,1054,0.6252371916508539,1.2,0.6,22,6,2,30,0.7333333333333333,
Ingolstadt 04,Freiburg,1,2,2016-12-21,13904.0,Audi-Sportpark,Sascha Stegemann,loss,1.4,0.8,26,26,47,99,0.26262626262626265,1.2,0.6,186,154,269,609,0.3054187192118227,
Bayern Munich,RB Leipzig,3,0,2016-12-21,75000.0,Allianz Arena,Felix Zwayer,win,3.0,0.0,660,230,165,1055,0.6255924170616114,0.8,1.0,22,6,3,31,0.7096774193548387,
Freiburg,Bayern Munich,1,2,2017-01-20,24000.0,Schwarzwald-Stadion,Manuel Gräfe,loss,1.4,0.8,187,154,269,610,0.30655737704918035,2.6,0.0,661,230,165,1056,0.6259469696969697,
Freiburg,Bayern Munich,1,2,2017-01-20,24000.0,Schwarzwald-Stadion,Manuel Gräfe,loss,1.4,1.2,187,154,270,611,0.3060556464811784,2.0,0.2,662,230,165,1057,0.6263008514664143,
Schalke 04,Ingolstadt 04,1,0,2017-01-21,58004.0,Veltins-Arena,Harm Osmers,win,0.8,1.4,399,256,299,954,0.41823899371069184,1.4,1.2,26,26,48,100,0.26,
Wolfsburg,Hamburger SV,1,0,2017-01-21,30000.0,Volkswagen Arena,Felix Zwayer,win,1.2,1.4,291,188,267,746,0.3900804289544236,1.4,1.6,379,294,387,1060,0.35754716981132073,
Werder Bremen,Dortmund,1,2,2017-01-21,42100.0,Weserstadion,Daniel Siebert,loss,1.0,0.8,433,275,348,1056,0.4100378787878788,1.4,1.4,508,287,261,1056,0.4810606060606061,
Augsburg,Hoffenheim,0,2,2017-01-21,24515.0,WWK Arena,Markus Schmidt,loss,0.8,0.6,87,72,111,270,0.32222222222222224,1.2,1.2,120,114,138,372,0.3225806451612903,
Darmstadt 98,Gladbach,0,0,2017-01-21,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Marco Fritz,draw,0.0,1.4,22,26,52,100,0.22,0.6,1.2,333,258,363,954,0.3490566037735849,
RB Leipzig,Eint Frankfurt,3,0,2017-01-21,42558.0,Red Bull Arena,Deniz Aytekin,win,0.8,1.4,22,6,4,32,0.6875,1.2,0.4,285,236,335,856,0.33294392523364486,
Wolfsburg,Hamburger SV,1,0,2017-01-21,30000.0,Volkswagen Arena,Felix Zwayer,win,1.4,0.4,292,188,267,747,0.3908969210174029,1.2,1.8,379,294,388,1061,0.35721017907634306,
Darmstadt 98,Gladbach,0,0,2017-01-21,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Marco Fritz,draw,0.0,1.2,22,27,52,101,0.21782178217821782,0.4,1.2,333,259,363,955,0.3486910994764398,
Werder Bremen,Dortmund,1,2,2017-01-21,42100.0,Weserstadion,Daniel Siebert,loss,1.0,1.2,433,275,349,1057,0.4096499526963103,1.6,1.4,509,287,261,1057,0.4815515610217597,
Augsburg,Hoffenheim,0,2,2017-01-21,24515.0,WWK Arena,Markus Schmidt,loss,0.8,0.8,87,72,112,271,0.3210332103321033,1.6,1.2,121,114,138,373,0.32439678284182305,
Schalke 04,Ingolstadt 04,1,0,2017-01-21,58004.0,Veltins-Arena,Harm Osmers,win,1.0,1.2,400,256,299,955,0.418848167539267,1.2,1.4,26,26,49,101,0.25742574257425743,
RB Leipzig,Eint Frankfurt,3,0,2017-01-21,42558.0,Red Bull Arena,Deniz Aytekin,win,1.4,1.2,23,6,4,33,0.696969696969697,1.2,1.0,285,236,336,857,0.33255542590431736,
Leverkusen,Hertha BSC,3,1,2017-01-22,26904.0,BayArena,Tobias Stieler,win,1.0,1.2,482,289,285,1056,0.4564393939393939,0.8,1.0,264,173,275,712,0.3707865168539326,
Mainz 05,Köln,0,0,2017-01-22,29314.0,Opel Arena,Felix Brych,draw,1.2,1.8,152,118,170,440,0.34545454545454546,1.0,1.0,253,217,314,784,0.3227040816326531,
Mainz 05,Köln,0,0,2017-01-22,29314.0,Opel Arena,Felix Brych,draw,1.2,1.6,152,119,170,441,0.34467120181405897,0.8,0.8,253,218,314,785,0.32229299363057323,
Leverkusen,Hertha BSC,3,1,2017-01-22,26904.0,BayArena,Tobias Stieler,win,1.4,1.4,483,289,285,1057,0.45695364238410596,1.0,1.4,264,173,276,713,0.3702664796633941,
Schalke 04,Eint Frankfurt,0,1,2017-01-27,60885.0,Veltins-Arena,Robert Hartmann,loss,1.0,1.0,401,256,299,956,0.4194560669456067,1.2,1.4,285,236,337,858,0.3321678321678322,
Schalke 04,Eint Frankfurt,0,1,2017-01-27,60885.0,Veltins-Arena,Robert Hartmann,loss,0.8,1.0,401,256,300,957,0.41901776384535006,1.4,1.2,286,236,337,859,0.3329452852153667,
Werder Bremen,Bayern Munich,1,2,2017-01-28,42100.0,Weserstadion,Sascha Stegemann,loss,1.0,1.4,433,275,350,1058,0.40926275992438566,2.2,0.4,663,230,165,1058,0.6266540642722117,
Darmstadt 98,Köln,1,6,2017-01-28,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Robert Kampka,loss,0.0,1.0,22,28,52,102,0.21568627450980393,0.6,0.6,253,219,314,786,0.32188295165394404,
Ingolstadt 04,Hamburger SV,3,1,2017-01-28,14549.0,Audi-Sportpark,Markus Schmidt,win,0.8,1.4,26,26,50,102,0.2549019607843137,1.0,1.4,379,294,389,1062,0.3568738229755179,
RB Leipzig,Hoffenheim,2,1,2017-01-28,39633.0,Red Bull Arena,Wolfgang Stark,win,1.6,1.2,24,6,4,34,0.7058823529411765,1.6,0.8,122,114,138,374,0.32620320855614976,
Wolfsburg,Augsburg,1,2,2017-01-28,24811.0,Volkswagen Arena,Bastian Dankert,loss,1.4,0.4,293,188,267,748,0.3917112299465241,0.6,1.2,87,72,113,272,0.31985294117647056,
Leverkusen,Gladbach,2,3,2017-01-28,28869.0,BayArena,Deniz Aytekin,loss,1.8,1.2,484,289,285,1058,0.45746691871455575,0.4,1.0,333,260,363,956,0.348326359832636,
Darmstadt 98,Köln,1,6,2017-01-28,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Robert Kampka,loss,0.2,2.0,22,28,53,103,0.21359223300970873,1.6,0.6,254,219,314,787,0.3227445997458704,
Werder Bremen,Bayern Munich,1,2,2017-01-28,42100.0,Weserstadion,Sascha Stegemann,loss,1.0,1.6,433,275,351,1059,0.408876298394712,2.4,0.6,664,230,165,1059,0.6270066100094429,
RB Leipzig,Hoffenheim,2,1,2017-01-28,39633.0,Red Bull Arena,Wolfgang Stark,win,1.6,1.4,25,6,4,35,0.7142857142857143,1.4,0.8,122,114,139,375,0.3253333333333333,
Ingolstadt 04,Hamburger SV,3,1,2017-01-28,14549.0,Audi-Sportpark,Markus Schmidt,win,1.0,1.4,27,26,50,103,0.2621359223300971,1.0,1.4,379,294,390,1063,0.3565380997177799,
Wolfsburg,Augsburg,1,2,2017-01-28,24811.0,Volkswagen Arena,Bastian Dankert,loss,1.4,0.8,293,188,268,749,0.39118825100133514,0.8,1.4,88,72,113,273,0.32234432234432236,
